id,text,label,mode
Ses03M_script03_2_F039,You are far too temperamental.  Try to control yourself.,angry,train&valid
Ses03M_script03_2_M040,Turn it--Turn it off.,angry,train&valid
Ses03M_script03_2_F040,Go away.  Go away.  I hate you.,angry,train&valid
Ses03M_script03_2_M041,Very amusing indeed.,angry,train&valid
Ses03M_script03_2_F041,"I hate you.  Listen I'm sick and tired of listening to you, you sadistic bully.",angry,train&valid
Ses03M_script03_2_M042,"You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again.",angry,train&valid
Ses03M_script03_2_F042,"This is the end.  Understand?  This is the end, here and now, forever and always.",angry,train&valid
Ses03M_script03_2_M043,You're not going nowhere. No you're not.,angry,train&valid
Ses03M_script03_2_F043,"Oh, yes I am. Yes I am and you can't stop me.",angry,train&valid
Ses03M_script03_2_M044,Just shut up.,angry,train&valid
Ses03M_script03_2_M045,shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.,angry,train&valid
Ses03M_script03_2_F044,"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-",angry,train&valid
Ses03M_script03_2_F045,Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.,angry,train&valid
Ses03M_script03_2_M046,Oh.,angry,train&valid
Ses01F_script02_1_F000,Fine.,neutral,train&valid
Ses01F_script02_1_M002,"Okay.  Is that, is that--",excited,train&valid
Ses01F_script02_1_F001,[BREATHING],frustrated,train&valid
Ses01F_script02_1_M007,"The flashlight, the silver one.  There's only one, isn't there?",neutral,train&valid
Ses01F_script02_1_F004,That's not your flashlight.,neutral,train&valid
Ses01F_script02_1_M008,Whose is it?,neutral,train&valid
Ses01F_script02_1_M009,"Oh...well. Yeah, of course.",neutral,train&valid
Ses01F_script02_1_F006,You keep saying my flashlight like it's just yours.,angry,train&valid
Ses01F_script02_1_M010,No.,neutral,train&valid
Ses01F_script02_1_F007,How's that supposed to make me feel?,angry,train&valid
Ses01F_script02_1_M011,"Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight.",neutral,train&valid
Ses01F_script02_1_M012,"Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though.",frustrated,train&valid
Ses01F_script02_1_M013,Do they always run during a full moon?  I don't remember.  Was it full last year?,neutral,train&valid
Ses01F_script02_1_F008,Yeah.,neutral,train&valid
Ses01F_script02_1_M014,"Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket.",neutral,train&valid
Ses01F_script02_1_M015,"Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh?",neutral,train&valid
Ses01F_script02_1_M016,"God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up.",excited,train&valid
Ses01F_script02_1_F009,[LAUGHTER],happy,train&valid
Ses01F_script02_1_F010,I'm cold.,sad,train&valid
Ses01F_script02_1_M018,Do you want my jacket?,frustrated,train&valid
Ses01F_script02_1_M020,Right.,neutral,train&valid
Ses01F_script02_1_M021,"Wait, that's my point, too.",neutral,train&valid
Ses01F_script02_1_F014,"Well, then let's go.",frustrated,train&valid
Ses01F_script02_1_M022,"No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it?",frustrated,train&valid
Ses01F_script02_1_F015,Not particularly.,neutral,train&valid
Ses01F_script02_1_M023,Why not?,neutral,train&valid
Ses01F_script02_1_M024,"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up.",neutral,train&valid
Ses01F_script02_1_F017,"Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.",frustrated,train&valid
Ses01F_script02_1_M025,Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever.,neutral,train&valid
Ses01F_script02_1_M026,This is a big night for these little guys.  It's like life's last orgy.,neutral,train&valid
Ses01F_script02_1_M027,Yeah they do.,frustrated,train&valid
Ses01F_script02_1_F019,Oh Augie,frustrated,train&valid
Ses01F_script02_1_M029,"There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested.",neutral,train&valid
Ses01F_script02_1_F021,Yeah.,frustrated,train&valid
Ses01F_script02_1_M031,"God, I don't get it.  you know the first time we came here, you said it was the best night of your life?",neutral,train&valid
Ses01F_script02_1_M032,"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",neutral,train&valid
Ses01F_script02_1_M033,Ahh...we weren't in a good spot.,neutral,train&valid
Ses01F_script02_1_F023,Hmm.  We didn't see them the year before either.,frustrated,train&valid
Ses01F_script02_1_M034,"We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things.",neutral,train&valid
Ses01F_script02_1_M035,"Look there, see?  What's that?  No, that's - that's just seaweed.",excited,train&valid
Ses01F_script02_1_M036,"God, this is great.  Think about this.  I know you are not interested, but just think about this.",happy,train&valid
Ses01F_script02_1_M038,"Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",excited,train&valid
Ses01F_script02_1_M040,It's single mindedness with no mind.  It is urgency that is just pure urge.,excited,train&valid
Ses01F_script02_1_F024,That's the wind.,neutral,train&valid
Ses01F_script02_1_M043,So what do you think?,happy,train&valid
Ses01F_script02_1_F025,About what?,neutral,train&valid
Ses01F_script02_1_M044,"About all of that, about all I was talking about.",happy,train&valid
Ses01F_script02_2_M000,"Look at this, all of the hairs are standing up on my arm.",excited,train&valid
Ses01F_script02_2_F000,That's the wind.,neutral,train&valid
Ses01F_script02_2_M001,"Well, so, what do you think?",excited,train&valid
Ses01F_script02_2_F001,About what?,neutral,train&valid
Ses01F_script02_2_M002,About what I was saying.,neutral,train&valid
Ses01F_script02_2_M004,"Not just me, look at all of these people.",frustrated,train&valid
Ses01F_script02_2_M006,"Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?",neutral,train&valid
Ses01F_script02_2_F006,"Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.",angry,train&valid
Ses01F_script02_2_M007,"Well then, what's bugging you?",frustrated,train&valid
Ses01F_script02_2_F007,We just have different ideas of what this night is supposed to look like.,frustrated,train&valid
Ses01F_script02_2_M008,"There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing.  We go ooh, ah, look at the fish and we go home.",frustrated,train&valid
Ses01F_script02_2_F008,"For God- Grow up, Augie.  The fish are not going to arrive.",angry,train&valid
Ses01F_script02_2_M009,Why not?,frustrated,train&valid
Ses01F_script02_2_F009,Because they never do.  Have they...Have they ever?,angry,train&valid
Ses01F_script02_2_M010,We've missed them twice.,frustrated,train&valid
Ses01F_script02_2_F010,Twice is every time we have tried; that's ever.,angry,train&valid
Ses01F_script02_2_M011,They'll show up this time.,frustrated,train&valid
Ses01F_script02_2_F012,I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.,frustrated,train&valid
Ses01F_script02_2_F013,You don't understand anything I am saying.,frustrated,train&valid
Ses01F_script02_2_M013,No. Of course not.,frustrated,train&valid
Ses01F_script02_2_F015,"I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.",sad,train&valid
Ses01F_script02_2_M014,"It's just fish, it's nothing to get traumatized over.",frustrated,train&valid
Ses01F_script02_2_F016,"For God's sake, this is not about fish.",angry,train&valid
Ses01F_script02_2_M015,Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.,frustrated,train&valid
Ses01F_script02_2_M016,"Okay.  So you were fine during that phone call from Marge and then dinner was okay.  And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go?  And I said, sure great, let's go.",neutral,train&valid
Ses01F_script02_2_M017,"Okay.  So I am putting out the pets, getting the car out of the garage.",neutral,train&valid
Ses01F_script02_2_F017,Do you remember the first year we came here?  It was like four years after we got married.,neutral,train&valid
Ses01F_script02_2_F019,"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.",happy,train&valid
Ses01F_script02_2_M019,"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.",neutral,train&valid
Ses01F_script02_2_F021,dancing barefoot in the sand.,frustrated,train&valid
Ses01F_script02_2_M020,"That's what it is?  Right?  You want this to be like the other time, right?",frustrated,train&valid
Ses01F_script02_2_F022,I'd rather not remember some things.  I'd rather not hope for some things.,sad,train&valid
Ses01F_script02_2_M021,Sure.  All right.  Okay.,neutral,train&valid
Ses01F_script02_2_M022,"Listen, do you want to dance?",neutral,train&valid
Ses01F_script02_2_F023,No.,neutral,train&valid
Ses01F_script02_2_M023,Do you want me to go get some champagne?,neutral,train&valid
Ses01F_script02_2_M024,Do you want to take off your shoes?,happy,train&valid
Ses01F_script02_2_F025,"No, no. Nothing.",frustrated,train&valid
Ses01F_script02_2_M026,Do you want to get married again?,happy,train&valid
Ses01F_script02_2_F026,No.,neutral,train&valid
Ses01F_script02_2_F027,No.,frustrated,train&valid
Ses01F_script02_2_F029,[BREATHING],frustrated,train&valid
Ses01F_script02_2_M031,"No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?",frustrated,train&valid
Ses01F_script02_2_M032,Do you know what you get?  You get this.,frustrated,train&valid
Ses01F_script02_2_F030,This? What is this?  This is nothing.  This isn't even anything.,frustrated,train&valid
Ses01F_script02_2_M033,Yes it is.,neutral,train&valid
Ses01F_script02_2_F032,"I mean this is a lot of things, but it's just...",frustrated,train&valid
Ses01F_script02_2_M035,[BREATHING],frustrated,train&valid
Ses01F_script02_2_F033,Do you understand what I am saying?,frustrated,train&valid
Ses01F_script02_2_M036,I'm doing the best I can.,frustrated,train&valid
Ses01F_script02_2_F034,"I know you are Augie, I know.",sad,train&valid
Ses01F_script02_2_F035,"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.",sad,train&valid
Ses01F_script02_2_M037,"Maybe if you were with someone else, too.",sad,train&valid
Ses01F_script02_2_F036,I didn't say that.,sad,train&valid
Ses01F_script02_2_M038,I just- I know I don't make you happy.,sad,train&valid
Ses01F_script02_2_F040,"You're the one who probably wishes he was with somebody else.  Somebody who doesn't take things so seriously, who could enjoy herself.",sad,train&valid
Ses01F_script02_2_M040,"You know, actually now that you mention it, no I don't.",neutral,train&valid
Ses01F_script02_2_F041,"So maybe we are in the wrong spot, but we are with the right person.",neutral,train&valid
Ses01F_script02_2_M041,"I don't know, it seemed like such a good spot to me.",frustrated,train&valid
Ses01F_script02_2_M042,"We have a great view of the moon from here, though, huh?",neutral,train&valid
Ses01F_script02_2_F042,"Hmm.  I noticed that, it's pretty. Big old white moon.",happy,train&valid
Ses01F_script02_2_M043,[BREATHING],neutral,train&valid
Ses01F_script02_2_M044,And look what I got here.,happy,train&valid
Ses01F_script02_2_F043,"Augie, you bought refreshments.",happy,train&valid
Ses01F_script02_2_F044,I guess we don't need glasses.,happy,train&valid
Ses01F_script02_2_M046,[BREATHING],happy,train&valid
Ses01F_script02_2_M047,Do you want to go home?  Are you cold?,neutral,train&valid
Ses01F_script02_2_F045,I'm beginning to think this might be the right spot after all.,happy,train&valid
Ses01F_script02_2_F046,"Augie, I'm sorry.",sad,train&valid
Ses01F_script02_2_M048,"Shh.  If we're very quiet, the fish might come.",neutral,train&valid
Ses01F_script02_2_F047,Or not.,neutral,train&valid
Ses01F_script02_2_M049,Or not.,happy,train&valid
Ses03M_script03_1_F003,Now and always sweet.,excited,train&valid
Ses03M_script03_1_M004,I don't care then.,excited,train&valid
Ses03M_script03_1_F004,"I mean, it was, it's bound to come out sooner or later.",excited,train&valid
Ses03M_script03_1_F005,That sent shivers up my spine.,excited,train&valid
Ses03M_script03_1_M006,"No, wrong number.",excited,train&valid
Ses03M_script03_1_F006,Behave exquisitely.,excited,train&valid
Ses03M_script03_1_F018,That's serious enough.,sad,train&valid
Ses03M_script03_1_M035,I didn't hit you very hard.,neutral,train&valid
Ses02F_script01_1_F004,Did you talk to him?,sad,train&valid
Ses02F_script01_1_F005,He cried hard?,sad,train&valid
Ses02F_script01_1_F006,What was he doing out here at that hour?,sad,train&valid
Ses02F_script01_1_F011,What do you want to do argue with him?,frustrated,train&valid
Ses02F_script01_1_M011,Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?,angry,train&valid
Ses02F_script01_1_F012,You can't say that to him.,frustrated,train&valid
Ses02F_script01_1_M012,We've got to say it to him.,frustrated,train&valid
Ses02F_script01_1_F013,Can you prove it?  How can you prove it?,frustrated,train&valid
Ses02F_script01_1_M013,"For God sakes, it's been three years.  Nobody comes back after three years.  It's insane.",angry,train&valid
Ses02F_script01_1_F014,"To you it is and to me, but not to him.  I mean, you can talk yourself blue in the face, but he--there's no body and no grave so where are you?",frustrated,train&valid
Ses02F_script01_1_M015,All right.  All right.  Listen to me.  You know why I brought Annie here don't you?,frustrated,train&valid
Ses02F_script01_1_F017,"I've got an idea, but what's the story?",sad,train&valid
Ses02F_script01_1_M017,I'm gonna ask her to marry me.,neutral,train&valid
Ses02F_script01_1_F018,"Well, that's only your business, Chris.",neutral,train&valid
Ses02F_script01_1_M018,You know it's not only my business.,frustrated,train&valid
Ses02F_script01_1_F019,What do you want me to do?  You're old enough to know your own mind.,angry,train&valid
Ses02F_script01_1_M019,So it's all right then?,frustrated,train&valid
Ses02F_script01_1_M020,I'll go ahead with it?,frustrated,train&valid
Ses02F_script01_1_M021,"Well, then it isn't just my business--",angry,train&valid
Ses02F_script01_1_F021,I'm just saying that--,neutral,train&valid
Ses02F_script01_1_M023,She's not Larry's girl.,angry,train&valid
Ses02F_script01_1_F023,"From your father's point of view, he isn't dead.  And you've no right to take his girl.",frustrated,train&valid
Ses02F_script01_1_F024,"And you can go on from there if you know where to go, but I don't know where to go.  See, I don't know.  Now what can I do for you?",frustrated,train&valid
Ses02F_script01_1_M024,"I don't know why, but, every time I reach out for something that I want, I have to pull back 'cause someone else will suffer.  My whole bloody life.  Time after time after time.",frustrated,train&valid
Ses02F_script01_1_F025,You're a considerate fellow.  There's nothing wrong with that.,neutral,train&valid
Ses02F_script01_1_M025,To hell with that.,angry,train&valid
Ses02F_script01_1_F026,[BREATHING] Have you asked Annie yet?,neutral,train&valid
Ses02F_script01_1_F027,"Well, how do you know she'll marry you?  Maybe she feels the same way your father does.",neutral,train&valid
Ses02F_script01_1_M027,"Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me.",sad,train&valid
Ses02F_script01_1_F028,"Trouble is, you don't see enough women.",sad,train&valid
Ses02F_script01_1_F029,You never did.,frustrated,train&valid
Ses02F_script01_1_F030,I just don't see why it has to be Annie.,frustrated,train&valid
Ses02F_script01_1_M029,Because it is.,neutral,train&valid
Ses02F_script01_1_F031,"Well, that's a good answer, but it doesn't answer anything.  I mean, you've been away for--at war.  It's been five years.",frustrated,train&valid
Ses02F_script01_1_M031,"These years when I think of a wife, I think of Annie.  What do you want, a diagram?",frustrated,train&valid
Ses02F_script01_1_F032,"I don't want a diagram.  Umm-- He thinks he's coming back, Chris.  You marry that girl and you're pronouncing him dead.",frustrated,train&valid
Ses02F_script01_1_F033,"I mean, what's gonna happen to your father?  Do you know?  I don't.",frustrated,train&valid
Ses02F_script01_1_M032,"All right.  All right, then, Mom.",frustrated,train&valid
Ses02F_script01_1_F034,I just--give it some more thought.,frustrated,train&valid
Ses02F_script01_1_M033,I've given it three years of thought.  I thought that if I waited Dad would forget about Larry and we could have a regular wedding and everything happy.,frustrated,train&valid
Ses02F_script01_1_F036,Are you crazy?,angry,train&valid
Ses02F_script01_1_M036,I've been a good son too long.  A good sucker.  I'm through with it.,angry,train&valid
Ses02F_script01_1_F037,What about the business?  What the hell is this?,angry,train&valid
Ses02F_script01_1_M037,The business?  The business doesn't inspire me.,angry,train&valid
Ses02F_script01_1_F038,Must you be inspired?,angry,train&valid
Ses02F_script01_1_M038,"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",angry,train&valid
Ses02F_script01_1_M040,"Yes, on this I would.",neutral,train&valid
Ses02F_script01_1_F040,"Well, you don't want to think like that.",angry,train&valid
Ses02F_script01_1_M042,"I know.  I know, Mom.  Just help me stay here.",frustrated,train&valid
Ses02F_script01_1_F042,"All right.  Just-- just don't go thinkin' that way, you hear me?",frustrated,train&valid
Ses02F_script01_1_M043,I am thinkin' that way.,neutral,train&valid
Ses02F_script01_1_F043,"I don't understand you, do I?",frustrated,train&valid
Ses02F_script01_1_M044,"No, you don't.  I'm a pretty tough guy.",neutral,train&valid
Ses02F_script01_1_F044,I can see that.,sad,train&valid
Ses02F_script01_2_M001,"Well, maybe he just wanted to see her again.",neutral,train&valid
Ses02F_script01_2_M002,What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?,neutral,train&valid
Ses02F_script01_2_M004,How do you know he's even thinking of it?,neutral,train&valid
Ses02F_script01_2_F005,It's got that all about it.,angry,train&valid
Ses02F_script01_2_M005,"Well, so what?",neutral,train&valid
Ses02F_script01_2_M006,"Now, listen Kate.",neutral,train&valid
Ses02F_script01_2_M007,You can't read her mind.,neutral,train&valid
Ses02F_script01_2_F008,"Well then why is she still single?  I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's crazy, but she's waited.",frustrated,train&valid
Ses02F_script01_2_M008,How do you know why she's waited?,neutral,train&valid
Ses02F_script01_2_F009,"She knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right.",frustrated,train&valid
Ses02F_script01_2_M009,"Look, it's a nice day.  What are we arguing for?",frustrated,train&valid
Ses02F_script01_2_M010,"Well, what do you want me to do about it?",frustrated,train&valid
Ses02F_script01_2_F011,I want you to act like he's coming back.  Both of you.  Don't you think I haven't noticed since she got here.  I won't stand for any nonsense.,frustrated,train&valid
Ses02F_script01_2_M011,But Kate--,frustrated,train&valid
Ses02F_script01_2_F012,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but...",angry,train&valid
Ses02F_script01_2_F013,But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.,angry,train&valid
Ses02F_script01_2_M012,Calm yourself.,frustrated,train&valid
Ses02F_script01_2_F014,"Believe with me, Joe.  I can't stand all alone.",frustrated,train&valid
Ses02F_script01_2_M013,Calm yourself.,frustrated,train&valid
Ses02F_script01_2_F015,"Last week, a man turned up in Detroit missing longer than Larry.  I mean, you read it yourself.",frustrated,train&valid
Ses02F_script01_2_M014,All right.  All right.  Calm yourself.,frustrated,train&valid
Ses02F_script01_2_F016,"You, above all, have to believe.",frustrated,train&valid
Ses02F_script01_2_F017,Just--just don't stop believing.,frustrated,train&valid
Ses02F_script01_2_M016,What does that mean?  Me above all?,angry,train&valid
Ses02F_script01_2_M017,Look at you.  Look at you shaking.,angry,train&valid
Ses02F_script01_2_F018,I can't help it.,frustrated,train&valid
Ses02F_script01_2_M018,What have I got to hide?  What the hell is the matter with you Kate?,angry,train&valid
Ses02F_script01_3_M001,You're not sorry you came?,neutral,train&valid
Ses02F_script01_3_F009,"from her point of view, why else would I come?",sad,train&valid
Ses02F_script01_3_M010,"You feel it's wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",excited,train&valid
Ses02F_script01_3_F012,I almost got married two years ago.,happy,train&valid
Ses02F_script01_3_F013,You started to write me and--,happy,train&valid
Ses02F_script01_3_F014,Every day since.,happy,train&valid
Ses02F_script01_3_F016,I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.,happy,train&valid
Ses02F_script01_3_M020,No.  Nothing like that.,sad,train&valid
Ses02F_script01_3_F020,"Then, what's wrong?  I mean, even in your letters there was some--something ashamed.",sad,train&valid
Ses02F_script01_3_M021,"Yeah, I suppose I have been.  But it's going from me.",sad,train&valid
Ses02F_script01_3_F021,You've gotta tell me.,sad,train&valid
Ses02F_script01_3_M022,I don't know how to start.,sad,train&valid
Ses02F_script01_3_F022,It wouldn't work this way.,sad,train&valid
Ses02F_script01_3_M023,"It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",sad,train&valid
Ses02F_script01_3_F023,"Yeah, sure.",sad,train&valid
Ses02F_script01_3_M024,"Well, I lost them.",sad,train&valid
Ses02F_script01_3_F024,How many?,sad,train&valid
Ses02F_script01_3_M025,Just about all.,sad,train&valid
Ses02F_script01_3_F025,"Oh, gee.",sad,train&valid
Ses02F_script01_3_M026,It takes some time for a guy to toss that off.  'Cause they weren't just men.,sad,train&valid
Ses02F_script01_3_M027,"For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had.",sad,train&valid
Ses02F_script01_3_M028,"They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.",sad,train&valid
Ses02F_script01_3_M029,"I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.",sad,train&valid
Ses02F_script01_3_M030,"You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",sad,train&valid
Ses02F_script01_3_M031,Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.,sad,train&valid
Ses02F_script01_3_M032,"And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",sad,train&valid
Ses02F_script01_3_M033,"I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",sad,train&valid
Ses02F_script01_3_M034,Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,sad,train&valid
Ses02F_script01_3_F026,You still feel that way?,sad,train&valid
Ses02F_script01_3_F029,What'll I do with a fortune?,happy,train&valid
Ses04M_impro07_M000,"Alright, so you're not going to believe this.  But I went home today. I looked through the mail.  And I got an acceptance letter from U.S.C..",excited,train&valid
Ses04M_impro07_M001,I'm going to U.S.C.. Yeah.,excited,train&valid
Ses04M_impro07_M002,"Yeah, yeah.",excited,train&valid
Ses04M_impro07_F002,I didn't even,excited,train&valid
Ses04M_impro07_F003,know you applied to U.S.C..,excited,train&valid
Ses04M_impro07_M003,"I did.  I did. I've -- yeah, I applied to U.S.C..  I mean, it's really expensive but",excited,train&valid
Ses04M_impro07_M004,it's a really good school.  So,excited,train&valid
Ses04M_impro07_F004,"That's amazing.  I've seen it on TV. Um, Wow.  I mean, well what are you going to major in?  What are you going to do?",excited,train&valid
Ses04M_impro07_M007,"Yeah.  I like to know about history, 'cause, you know, it's- it's just so relevant to the present.",happy,train&valid
Ses04M_impro07_F006,Right.,excited,train&valid
Ses04M_impro07_M008,Yeah.,happy,train&valid
Ses04M_impro07_F007,Yes.,excited,train&valid
Ses04M_impro07_M009,"And, uh-",happy,train&valid
Ses04M_impro07_F008,Is U.S.C. known for its history program?,excited,train&valid
Ses04M_impro07_M010,"Um, you know, I don't think so.  But I think that, you know, it's still a private school",happy,train&valid
Ses04M_impro07_M011,"and right you know it's still- and then, you know, I mean-",happy,train&valid
Ses04M_impro07_F009,I know.  It's a great school and you know,excited,train&valid
Ses04M_impro07_M012,"I'm guessing, you know it's like I I checked it out.  And, like, they have a decent history program.",happy,train&valid
Ses04M_impro07_F010,It's all about the connections,excited,train&valid
Ses04M_impro07_M013,"So -- and like the geology just is awesome.  It rocks, no pun intended. [LAUGHTER]",happy,train&valid
Ses04M_impro07_F011,"Oh, you did not just say that.",happy,train&valid
Ses04M_impro07_M014,"Um, but, uh- anyway -- yeah, so that's awesome, though, because you live here and then we're not going to be separated by me going to some other school",excited,train&valid
Ses04M_impro07_F012,I know.  You're going to be so close.,excited,train&valid
Ses04M_impro07_M015,"And, uh, it's just really exciting.  I- You know, I'm -- just I want to- I want to share this special happy moment with you. It's awesome",excited,train&valid
Ses04M_impro07_F013,I'm glad you did.,excited,train&valid
Ses04M_impro07_F014,"That's great.  I mean, I'm really glad you're not going to go anywhere.  You'll still be here.",excited,train&valid
Ses04M_impro07_F015,Everything in LA is twenty minutes away.,excited,train&valid
Ses04M_impro07_F016,Give or take. [LAUGHTER],excited,train&valid
Ses04M_impro07_F017,Well congratulations.,excited,train&valid
Ses04M_impro07_M020,"umm, and I'm going to check out school and get, you know, check out the courses",excited,train&valid
Ses04M_impro07_M021,find out all this stuff.  And- and I don't know.  I think I'm going to try to live in a dorm.,excited,train&valid
Ses04M_impro07_F018,Yeah.,excited,train&valid
Ses04M_impro07_M025,"Ouch.  That's, um -- oh, wow.",neutral,train&valid
Ses04M_impro07_F022,"But, congrats on the U.S.C. thing.",excited,train&valid
Ses04M_impro07_M026,"No, no, I mean, I didn't know -- I didn't know that about you. Um, I feel like --",neutral,train&valid
Ses04M_impro07_F023,"The -- what, the- I mean--",neutral,train&valid
Ses04M_impro07_M029,I'll go to basketball games.,neutral,train&valid
Ses04M_impro07_F026,"Okay.  Well that's cool, too, but like--",neutral,train&valid
Ses04M_impro07_M030,Maybe some golf matches.,neutral,train&valid
Ses04M_impro07_F027,"Wow, you are a winner and a half. [LAUGHTER]",excited,train&valid
Ses04M_impro07_M032,I don't know.  Do they have golf?  Do they have- Does U.S.C. have a -- I don't know if they have a golf team.,neutral,train&valid
Ses04M_impro07_M035,"No, I'm not going to go to a football game.",neutral,train&valid
Ses04M_impro07_M036,Forget it. Forget it. Forget it. No way.,neutral,train&valid
Ses04M_impro07_M037,I do -- I will need to get a gun-,neutral,train&valid
Ses04M_impro07_M040,"Okay.  Um, but, no, I, uh, I do need to get a gun soon, though, 'cause I mean",neutral,train&valid
Ses04M_impro07_F036,Excuse me?,neutral,train&valid
Ses04M_impro07_M041,I need to get like a -- just a small little gun just 'cause -- or like a taser or something or just like a butterfly knife,neutral,train&valid
Ses04M_impro07_F037,No.,neutral,train&valid
Ses04M_impro07_M042,"'cause, you know, I mean, it's like If I ever want to go south of campus",neutral,train&valid
Ses04M_impro07_M043,Well I need to defend myself from,neutral,train&valid
Ses04F_script03_1_F005,Ahh.  It sent shivers up my spine.,excited,train&valid
Ses04F_script03_1_M006,What shall we do if they suddenly walk in on us?,excited,train&valid
Ses04F_script03_1_F006,Behave exquisitely.,excited,train&valid
Ses04F_script03_1_M007,With the most perfect poise.,excited,train&valid
Ses04F_script03_1_F007,Certainly I shall probably do a court curtsy.,excited,train&valid
Ses04F_script03_1_M008,"Things that ought to matter dreadfully don't matter at all when one's happy, do they?",excited,train&valid
Ses04F_script03_1_M009,"Don't say that, my darling.",neutral,train&valid
Ses04F_script03_1_F009,It's true the whole business is very poor joke.,excited,train&valid
Ses04F_script03_1_F011,Don't laugh at me.  I'm serious.,excited,train&valid
Ses04F_script03_1_F012,Who's they?,neutral,train&valid
Ses04F_script03_1_F014,"Oh, how long will it last, this ludicrous, over-bearing love of ours?",excited,train&valid
Ses04F_script03_1_M017,Well who knows?,neutral,train&valid
Ses04F_script03_1_F017,What happens if one of us dies?  Does the one that's left still laugh?,neutral,train&valid
